Airline,Source,Destination,Total_Stops,Day,Month,Total_Duration
Vistara,Banglore,Delhi,0,3,6,2.75
Jet Airways,Kolkata,Banglore,1,18,5,27.333333333333332
Jet Airways,Banglore,Delhi,0,3,4,3.0
SpiceJet,Delhi,Cochin,1,21,5,5.25
Jet Airways,Kolkata,Banglore,1,12,6,16.0
Multiple carriers,Delhi,Cochin,1,18,5,7.0
SpiceJet,Kolkata,Banglore,1,24,5,8.666666666666666
Multiple carriers,Delhi,Cochin,1,9,5,9.0
SpiceJet,Kolkata,Banglore,0,21,4,2.3333333333333335
IndiGo,Chennai,Kolkata,0,6,3,2.3333333333333335
Jet Airways,Banglore,Delhi,1,1,3,6.333333333333333
IndiGo,Kolkata,Banglore,1,18,5,4.416666666666667
IndiGo,Chennai,Kolkata,0,1,6,2.3333333333333335
Air India,Banglore,Delhi,2,18,3,11.083333333333334
Air India,Banglore,Delhi,1,1,3,16.916666666666668
Jet Airways,Delhi,Cochin,1,1,4,13.75
Air India,Delhi,Cochin,2,6,3,25.75
IndiGo,Delhi,Cochin,1,6,6,13.916666666666666
Air India,Delhi,Cochin,1,21,3,5.25
Jet Airways,Kolkata,Banglore,1,6,5,19.25
Jet Airways,Delhi,Cochin,1,6,6,7.5
Jet Airways,Delhi,Cochin,1,1,4,9.0
Vistara,Kolkata,Banglore,1,15,5,24.0
Jet Airways,Delhi,Cochin,2,12,6,18.166666666666668
IndiGo,Banglore,Delhi,0,9,6,2.9166666666666665
IndiGo,Mumbai,Hyderabad,0,27,3,1.5
Jet Airways,Delhi,Cochin,1,18,5,21.333333333333332
Air India,Delhi,Cochin,1,6,6,6.25
Jet Airways,Delhi,Cochin,1,3,3,14.5
Air India,Mumbai,Hyderabad,0,27,5,1.3333333333333333
Jet Airways,Delhi,Cochin,1,9,3,12.916666666666666
IndiGo,Chennai,Kolkata,0,9,5,2.4166666666666665
Vistara,Kolkata,Banglore,1,21,5,22.5
Jet Airways,Delhi,Cochin,2,1,6,22.916666666666668
Jet Airways,Banglore,Delhi,1,1,3,5.416666666666667
SpiceJet,Mumbai,Hyderabad,0,9,3,1.4166666666666667
Jet Airways,Banglore,Delhi,1,21,3,7.25
Jet Airways,Kolkata,Banglore,1,6,5,12.333333333333334
Air India,Delhi,Cochin,2,27,6,20.166666666666668
Air India,Delhi,Cochin,2,3,3,21.25
Vistara,Chennai,Kolkata,0,27,5,2.25
Multiple carriers,Delhi,Cochin,1,15,5,10.5
Multiple carriers,Delhi,Cochin,1,21,3,14.083333333333334
IndiGo,Banglore,Delhi,0,27,4,2.8333333333333335
IndiGo,Delhi,Cochin,2,3,3,16.416666666666668
SpiceJet,Delhi,Cochin,1,21,4,5.25
Air Asia,Delhi,Cochin,1,27,5,13.833333333333334
SpiceJet,Chennai,Kolkata,0,21,5,2.25
Jet Airways,Banglore,Delhi,1,21,3,7.25
Air India,Kolkata,Banglore,2,1,5,27.083333333333332
Jet Airways,Delhi,Cochin,1,27,5,27.583333333333332
Jet Airways,Delhi,Cochin,1,27,5,5.0
GoAir,Banglore,Delhi,0,24,5,2.8333333333333335
Air India,Delhi,Cochin,0,24,4,2.8333333333333335
Air India,Kolkata,Banglore,2,6,5,15.333333333333334
Air India,Delhi,Cochin,1,15,6,5.333333333333333
Jet Airways,Delhi,Cochin,1,6,6,10.166666666666666
Jet Airways,Kolkata,Banglore,1,24,3,27.583333333333332
Jet Airways,Kolkata,Banglore,1,6,5,9.583333333333334
Jet Airways,Kolkata,Banglore,1,9,5,28.166666666666668
Jet Airways,Banglore,Delhi,1,6,3,14.0
SpiceJet,Chennai,Kolkata,0,1,3,2.5833333333333335
Jet Airways,Banglore,Delhi,0,6,4,2.9166666666666665
IndiGo,Kolkata,Banglore,0,1,4,2.5833333333333335
IndiGo,Kolkata,Banglore,1,18,5,4.666666666666667
Air India,Kolkata,Banglore,0,24,4,2.5
Air India,Delhi,Cochin,1,6,3,11.25
Jet Airways,Kolkata,Banglore,1,24,3,7.916666666666667
Vistara,Kolkata,Banglore,1,24,3,8.833333333333334
IndiGo,Mumbai,Hyderabad,0,9,3,1.4166666666666667
Jet Airways,Delhi,Cochin,1,24,6,15.666666666666666
SpiceJet,Kolkata,Banglore,0,12,6,2.5833333333333335
GoAir,Banglore,Delhi,0,1,6,2.9166666666666665
Air India,Kolkata,Banglore,1,21,5,13.416666666666666
IndiGo,Delhi,Cochin,1,24,4,4.583333333333333
Jet Airways,Delhi,Cochin,1,3,3,18.5
Vistara,Chennai,Kolkata,0,21,3,2.25
Air India,Delhi,Cochin,2,9,3,38.25
Jet Airways,Banglore,Delhi,0,15,6,3.0833333333333335
Vistara,Kolkata,Banglore,1,1,4,25.833333333333332
Vistara,Delhi,Cochin,0,9,5,3.1666666666666665
Air India,Banglore,Delhi,0,9,6,2.8333333333333335
Jet Airways,Kolkata,Banglore,1,6,5,11.5
Jet Airways,Kolkata,Banglore,1,15,5,6.583333333333333
Jet Airways,Kolkata,Banglore,1,9,5,27.583333333333332
IndiGo,Kolkata,Banglore,0,12,4,2.5833333333333335
Multiple carriers,Delhi,Cochin,1,15,6,7.5
Jet Airways,Delhi,Cochin,0,18,4,3.25
Jet Airways,Kolkata,Banglore,1,12,6,9.583333333333334
Multiple carriers,Delhi,Cochin,1,1,6,12.5
Multiple carriers,Delhi,Cochin,1,6,3,11.333333333333334
Jet Airways,Banglore,Delhi,0,21,5,3.0
IndiGo,Kolkata,Banglore,0,21,6,2.5833333333333335
Jet Airways,Mumbai,Hyderabad,0,3,3,1.5
Jet Airways,Kolkata,Banglore,1,18,5,26.166666666666668
SpiceJet,Delhi,Cochin,1,6,4,4.916666666666667
Air India,Banglore,Delhi,0,3,3,2.75
Jet Airways,Kolkata,Banglore,1,24,3,8.666666666666666
IndiGo,Delhi,Cochin,1,27,5,7.083333333333333
Air India,Banglore,Delhi,0,9,3,2.75
Air India,Delhi,Cochin,2,1,6,24.833333333333332
SpiceJet,Kolkata,Banglore,0,1,3,2.3333333333333335
Jet Airways,Delhi,Cochin,1,15,6,11.0
GoAir,Delhi,Cochin,1,15,6,9.0
Jet Airways,Banglore,Delhi,0,21,4,2.9166666666666665
Air India,Delhi,Cochin,0,15,5,3.0833333333333335
Air Asia,Kolkata,Banglore,0,24,4,2.5833333333333335
Multiple carriers,Delhi,Cochin,1,18,5,13.0
Jet Airways,Mumbai,Hyderabad,0,3,4,1.4166666666666667
IndiGo,Delhi,Cochin,1,15,6,7.583333333333333
Vistara,Banglore,Delhi,0,18,5,2.6666666666666665
Jet Airways,Kolkata,Banglore,1,24,3,12.916666666666666
Jet Airways,Delhi,Cochin,2,9,5,29.333333333333332
Jet Airways,Banglore,Delhi,1,15,3,5.0
Jet Airways,Kolkata,Banglore,1,15,5,8.666666666666666
Jet Airways,Banglore,Delhi,0,1,6,3.0
Jet Airways,Banglore,Delhi,0,21,4,3.0
Air India,Banglore,Delhi,0,18,5,2.75
Jet Airways,Kolkata,Banglore,1,9,5,12.166666666666666
IndiGo,Chennai,Kolkata,0,21,5,2.3333333333333335
SpiceJet,Banglore,Delhi,1,21,3,7.916666666666667
Air India,Mumbai,Hyderabad,2,6,3,29.583333333333332
Jet Airways,Delhi,Cochin,2,1,6,26.916666666666668
Air India,Delhi,Cochin,1,6,4,12.75
Multiple carriers,Delhi,Cochin,1,18,5,7.583333333333333
SpiceJet,Kolkata,Banglore,0,15,4,2.5
Multiple carriers,Delhi,Cochin,1,27,5,11.75
Jet Airways,Banglore,Delhi,1,15,3,23.666666666666668
Jet Airways,Delhi,Cochin,2,1,6,13.833333333333334
Air India,Banglore,Delhi,1,21,3,12.833333333333334
Jet Airways,Kolkata,Banglore,1,9,5,9.833333333333334
Air Asia,Kolkata,Banglore,0,1,4,2.5
Jet Airways,Kolkata,Banglore,1,1,5,21.916666666666668
Jet Airways,Delhi,Cochin,1,9,5,26.166666666666668
SpiceJet,Banglore,Delhi,0,1,5,2.9166666666666665
Air India,Delhi,Cochin,1,21,3,20.25
Jet Airways,Delhi,Cochin,1,15,6,20.166666666666668
Jet Airways,Delhi,Cochin,1,27,3,10.916666666666666
SpiceJet,Kolkata,Banglore,0,6,4,2.5
Jet Airways,Delhi,Cochin,1,9,5,21.166666666666668
IndiGo,Kolkata,Banglore,0,27,5,2.5833333333333335
Jet Airways,Delhi,Cochin,1,27,3,20.666666666666668
Air Asia,Banglore,Delhi,0,3,5,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,1,5,6.5
Air India,Banglore,Delhi,2,12,3,30.0
Air India,Banglore,Delhi,1,15,3,13.166666666666666
SpiceJet,Banglore,Delhi,0,15,6,2.9166666666666665
Jet Airways,Kolkata,Banglore,1,6,6,18.0
IndiGo,Delhi,Cochin,1,6,3,8.0
Jet Airways,Banglore,Delhi,1,12,3,8.75
Jet Airways,Kolkata,Banglore,1,6,5,12.5
Jet Airways,Banglore,Delhi,1,12,3,13.333333333333334
Jet Airways,Banglore,Delhi,1,15,3,6.166666666666667
Jet Airways,Kolkata,Banglore,1,18,5,7.5
Air India,Banglore,Delhi,1,1,3,19.25
IndiGo,Kolkata,Banglore,0,6,5,2.5833333333333335
Air Asia,Kolkata,Banglore,1,6,6,12.0
Jet Airways,Banglore,Delhi,0,1,5,3.0
Vistara,Banglore,Delhi,0,3,5,2.8333333333333335
IndiGo,Mumbai,Hyderabad,0,3,3,1.4166666666666667
Jet Airways,Delhi,Cochin,1,21,3,23.083333333333332
Air India,Banglore,Delhi,0,27,4,2.8333333333333335
Jet Airways,Delhi,Cochin,1,27,5,22.083333333333332
Air India,Chennai,Kolkata,0,15,6,2.25
Jet Airways,Kolkata,Banglore,1,21,5,5.75
Vistara,Banglore,Delhi,0,21,4,2.8333333333333335
Jet Airways,Kolkata,Banglore,1,12,6,9.5
Jet Airways,Delhi,Cochin,2,21,5,8.916666666666666
Vistara,Kolkata,Banglore,1,18,5,17.75
IndiGo,Banglore,Delhi,0,24,5,2.8333333333333335
Air India,Delhi,Cochin,2,27,3,21.75
IndiGo,Delhi,Cochin,1,6,3,12.583333333333334
IndiGo,Mumbai,Hyderabad,0,21,6,1.5
Air India,Chennai,Kolkata,0,12,6,2.25
IndiGo,Kolkata,Banglore,1,9,4,3.9166666666666665
Air India,Banglore,Delhi,0,3,3,2.75
Jet Airways,Banglore,Delhi,1,6,3,7.5
Jet Airways,Delhi,Cochin,1,27,5,17.333333333333332
IndiGo,Mumbai,Hyderabad,0,9,6,1.5
SpiceJet,Mumbai,Hyderabad,0,3,5,1.5
Air India,Kolkata,Banglore,2,24,3,30.5
Jet Airways Business,Banglore,Delhi,1,1,3,5.0
Multiple carriers,Delhi,Cochin,1,15,5,11.25
Vistara,Banglore,Delhi,0,24,6,2.8333333333333335
Jet Airways,Delhi,Cochin,1,9,4,19.083333333333332
Jet Airways,Delhi,Cochin,1,27,3,6.583333333333333
Jet Airways,Delhi,Cochin,1,9,6,7.5
SpiceJet,Chennai,Kolkata,0,9,6,2.25
Air Asia,Banglore,Delhi,0,24,4,2.75
Air India,Kolkata,Banglore,2,18,5,12.75
Vistara,Banglore,Delhi,0,27,4,2.8333333333333335
Air India,Delhi,Cochin,2,3,3,26.583333333333332
Jet Airways,Kolkata,Banglore,1,18,5,12.916666666666666
IndiGo,Mumbai,Hyderabad,0,12,6,1.5
Jet Airways,Delhi,Cochin,1,3,6,8.666666666666666
Multiple carriers,Delhi,Cochin,1,21,5,14.0
Air India,Delhi,Cochin,2,21,3,23.5
Air India,Delhi,Cochin,2,6,6,29.916666666666668
Jet Airways,Kolkata,Banglore,1,9,5,22.166666666666668
IndiGo,Kolkata,Banglore,1,18,5,4.833333333333333
GoAir,Banglore,Delhi,0,18,6,2.75
Jet Airways,Delhi,Cochin,2,15,6,13.5
Jet Airways,Kolkata,Banglore,1,15,5,13.333333333333334
IndiGo,Chennai,Kolkata,0,3,5,2.3333333333333335
Jet Airways,Delhi,Cochin,1,18,5,11.916666666666666
IndiGo,Delhi,Cochin,1,15,5,5.166666666666667
Jet Airways,Kolkata,Banglore,1,9,5,11.75
Jet Airways,Delhi,Cochin,2,1,6,13.833333333333334
IndiGo,Banglore,Delhi,0,27,5,3.0
GoAir,Delhi,Cochin,1,12,6,6.166666666666667
IndiGo,Chennai,Kolkata,0,15,3,2.3333333333333335
Multiple carriers,Delhi,Cochin,1,1,6,10.75
Air India,Chennai,Kolkata,0,21,3,2.25
IndiGo,Banglore,Delhi,0,18,6,2.9166666666666665
Jet Airways,Mumbai,Hyderabad,0,3,4,1.5
Multiple carriers,Delhi,Cochin,1,27,6,7.583333333333333
Vistara,Kolkata,Banglore,1,24,3,26.583333333333332
IndiGo,Banglore,Delhi,1,3,3,4.75
Jet Airways,Kolkata,Banglore,1,12,5,21.416666666666668
IndiGo,Delhi,Cochin,1,27,5,8.583333333333334
Multiple carriers,Delhi,Cochin,1,9,4,8.5
IndiGo,Chennai,Kolkata,0,18,3,2.25
Multiple carriers,Delhi,Cochin,1,15,6,12.666666666666666
Jet Airways,Delhi,Cochin,2,27,5,8.416666666666666
Air India,Kolkata,Banglore,1,9,5,25.666666666666668
Air India,Banglore,Delhi,0,6,5,2.75
Jet Airways,Delhi,Cochin,2,1,5,29.333333333333332
IndiGo,Kolkata,Banglore,0,24,3,2.6666666666666665
GoAir,Banglore,Delhi,0,3,5,2.8333333333333335
SpiceJet,Chennai,Kolkata,0,21,3,2.3333333333333335
Jet Airways,Kolkata,Banglore,1,21,5,7.25
Jet Airways,Kolkata,Banglore,1,9,5,20.25
Multiple carriers,Delhi,Cochin,1,21,3,11.75
Vistara,Banglore,Delhi,0,15,6,2.5833333333333335
IndiGo,Delhi,Cochin,1,1,6,13.5
SpiceJet,Mumbai,Hyderabad,0,12,5,1.5
Jet Airways,Delhi,Cochin,2,27,3,24.583333333333332
Jet Airways,Kolkata,Banglore,1,24,3,20.583333333333332
IndiGo,Kolkata,Banglore,0,18,3,2.8333333333333335
IndiGo,Delhi,Cochin,1,1,4,4.583333333333333
IndiGo,Chennai,Kolkata,0,27,3,2.3333333333333335
Multiple carriers Premium economy,Delhi,Cochin,1,21,3,11.75
IndiGo,Mumbai,Hyderabad,0,12,6,1.5
Vistara,Kolkata,Banglore,1,24,3,12.833333333333334
Jet Airways,Delhi,Cochin,2,21,3,24.5
Multiple carriers,Delhi,Cochin,1,15,6,11.5
IndiGo,Kolkata,Banglore,1,18,5,4.0
Jet Airways,Delhi,Cochin,1,6,4,11.0
IndiGo,Delhi,Cochin,1,15,5,5.416666666666667
IndiGo,Kolkata,Banglore,0,18,4,2.5833333333333335
GoAir,Delhi,Cochin,1,1,6,5.166666666666667
Jet Airways,Delhi,Cochin,1,21,3,10.166666666666666
Jet Airways,Delhi,Cochin,2,12,6,26.916666666666668
IndiGo,Mumbai,Hyderabad,1,6,3,7.25
Multiple carriers,Delhi,Cochin,1,21,5,8.166666666666666
Jet Airways,Banglore,Delhi,0,3,4,2.9166666666666665
SpiceJet,Kolkata,Banglore,1,15,4,5.25
Vistara,Chennai,Kolkata,0,12,5,2.3333333333333335
Jet Airways,Mumbai,Hyderabad,0,24,6,1.4166666666666667
IndiGo,Kolkata,Banglore,1,9,5,4.833333333333333
SpiceJet,Kolkata,Banglore,0,1,6,2.3333333333333335
SpiceJet,Kolkata,Banglore,0,27,4,2.3333333333333335
Air India,Delhi,Cochin,1,27,5,13.25
Jet Airways,Kolkata,Banglore,1,9,6,19.166666666666668
Jet Airways,Kolkata,Banglore,1,15,5,22.666666666666668
Jet Airways,Kolkata,Banglore,1,6,5,14.833333333333334
Jet Airways,Delhi,Cochin,2,1,6,15.166666666666666
Jet Airways,Delhi,Cochin,2,12,6,7.083333333333333
Jet Airways,Mumbai,Hyderabad,0,9,6,1.4166666666666667
IndiGo,Banglore,Delhi,0,9,3,2.9166666666666665
IndiGo,Delhi,Cochin,1,6,3,8.0
Air Asia,Banglore,Delhi,0,18,4,2.75
IndiGo,Delhi,Cochin,1,15,5,14.916666666666666
Jet Airways,Mumbai,Hyderabad,0,27,6,1.5
IndiGo,Delhi,Cochin,1,1,6,16.25
SpiceJet,Banglore,Delhi,0,27,6,2.8333333333333335
IndiGo,Delhi,Cochin,1,27,5,5.0
Air India,Delhi,Cochin,1,1,6,22.25
Air Asia,Delhi,Cochin,1,9,6,5.5
IndiGo,Delhi,Cochin,1,27,4,8.583333333333334
Air India,Delhi,Cochin,1,18,5,15.416666666666666
Jet Airways,Kolkata,Banglore,1,24,3,21.0
Jet Airways,Delhi,Cochin,2,3,6,13.5
IndiGo,Banglore,Delhi,0,24,6,2.8333333333333335
IndiGo,Delhi,Cochin,1,3,3,6.75
Jet Airways,Mumbai,Hyderabad,0,18,6,1.5
Multiple carriers,Delhi,Cochin,1,24,6,8.666666666666666
SpiceJet,Mumbai,Hyderabad,0,3,6,1.5
IndiGo,Banglore,Delhi,0,9,4,2.8333333333333335
Air Asia,Kolkata,Banglore,0,27,5,2.5833333333333335
Air India,Kolkata,Banglore,1,9,5,16.083333333333332
Jet Airways,Delhi,Cochin,2,21,5,23.833333333333332
Vistara,Kolkata,Banglore,1,6,6,27.083333333333332
Vistara,Kolkata,Banglore,1,9,5,16.25
Jet Airways,Delhi,Cochin,1,6,5,15.416666666666666
SpiceJet,Banglore,Delhi,0,21,5,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,3,3,8.583333333333334
Multiple carriers,Delhi,Cochin,1,9,6,13.833333333333334
Vistara,Banglore,Delhi,0,21,3,2.6666666666666665
IndiGo,Chennai,Kolkata,0,15,5,2.4166666666666665
Vistara,Delhi,Cochin,0,24,4,3.1666666666666665
Jet Airways,Banglore,Delhi,0,21,5,2.9166666666666665
Jet Airways,Kolkata,Banglore,1,24,5,28.666666666666668
Air India,Banglore,Delhi,0,15,6,2.8333333333333335
Air Asia,Kolkata,Banglore,0,3,4,2.5833333333333335
Multiple carriers,Delhi,Cochin,1,21,3,9.666666666666666
Jet Airways,Delhi,Cochin,2,24,6,16.666666666666668
IndiGo,Delhi,Cochin,1,1,6,6.333333333333333
Jet Airways,Delhi,Cochin,2,27,6,27.0
Air India,Banglore,Delhi,2,1,3,14.583333333333334
Multiple carriers,Delhi,Cochin,1,21,3,12.166666666666666
Multiple carriers,Delhi,Cochin,1,6,3,7.583333333333333
IndiGo,Chennai,Kolkata,0,15,5,2.3333333333333335
Jet Airways,Kolkata,Banglore,1,24,3,19.166666666666668
Air India,Kolkata,Banglore,2,9,5,20.0
Jet Airways,Banglore,Delhi,0,6,6,3.0
GoAir,Delhi,Cochin,1,9,5,5.166666666666667
Vistara,Banglore,Delhi,0,9,3,2.6666666666666665
Jet Airways,Delhi,Cochin,2,18,5,29.583333333333332
IndiGo,Banglore,Delhi,1,1,3,4.916666666666667
Jet Airways,Banglore,Delhi,0,9,4,3.0
Multiple carriers,Delhi,Cochin,1,27,5,12.5
Multiple carriers,Delhi,Cochin,1,1,6,12.583333333333334
Air India,Delhi,Cochin,2,3,3,26.333333333333332
Vistara,Kolkata,Banglore,1,24,3,13.25
IndiGo,Banglore,Delhi,0,1,6,2.8333333333333335
Vistara,Kolkata,Banglore,1,12,6,12.75
Air India,Banglore,Delhi,2,15,3,16.333333333333332
Vistara,Banglore,Delhi,0,3,3,2.6666666666666665
Multiple carriers,Delhi,Cochin,2,6,3,8.25
Multiple carriers,Delhi,Cochin,1,21,5,12.0
Air India,Banglore,Delhi,0,1,6,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,18,5,11.0
IndiGo,Chennai,Kolkata,0,3,3,2.3333333333333335
Jet Airways,Delhi,Cochin,2,18,5,13.833333333333334
IndiGo,Delhi,Cochin,1,15,5,8.166666666666666
Jet Airways,Kolkata,Banglore,1,18,5,12.166666666666666
Vistara,Banglore,Delhi,0,6,5,2.6666666666666665
IndiGo,Banglore,Delhi,0,18,6,2.75
IndiGo,Banglore,Delhi,0,6,4,2.8333333333333335
Air India,Kolkata,Banglore,1,24,5,24.0
Jet Airways,Banglore,Delhi,0,21,5,3.0
Multiple carriers,Delhi,Cochin,1,21,3,12.583333333333334
Jet Airways,Kolkata,Banglore,1,12,6,25.833333333333332
Jet Airways,Banglore,Delhi,0,21,6,2.9166666666666665
Jet Airways,Delhi,Cochin,2,9,5,17.083333333333332
Jet Airways,Delhi,Cochin,2,9,5,29.333333333333332
Jet Airways,Delhi,Cochin,2,9,6,8.916666666666666
Air India,Delhi,Cochin,0,3,3,3.0833333333333335
Jet Airways,Delhi,Cochin,1,18,5,9.0
Jet Airways,Banglore,Delhi,1,1,3,10.416666666666666
Jet Airways,Kolkata,Banglore,1,21,5,16.75
Jet Airways,Banglore,Delhi,0,1,4,2.75
Vistara,Kolkata,Banglore,1,21,5,26.333333333333332
Multiple carriers,Delhi,Cochin,1,27,6,13.25
Multiple carriers,Delhi,Cochin,1,9,5,10.5
Multiple carriers,Delhi,Cochin,1,9,5,7.583333333333333
Multiple carriers,Delhi,Cochin,1,9,4,11.0
IndiGo,Kolkata,Banglore,0,9,3,2.8333333333333335
Jet Airways,Kolkata,Banglore,1,18,5,25.75
Multiple carriers,Delhi,Cochin,1,6,6,6.416666666666667
IndiGo,Mumbai,Hyderabad,0,1,3,1.4166666666666667
Jet Airways,Delhi,Cochin,1,18,5,20.166666666666668
Jet Airways,Delhi,Cochin,1,27,6,11.916666666666666
Air India,Banglore,Delhi,0,12,6,2.8333333333333335
Jet Airways,Delhi,Cochin,1,15,6,5.0
Jet Airways,Delhi,Cochin,1,27,6,27.0
IndiGo,Banglore,Delhi,0,9,5,2.8333333333333335
Air India,Mumbai,Hyderabad,0,24,5,1.25
Multiple carriers,Delhi,Cochin,1,21,3,10.25
Jet Airways,Delhi,Cochin,2,15,6,24.833333333333332
IndiGo,Banglore,Delhi,0,18,6,2.8333333333333335
Air India,Kolkata,Banglore,2,15,5,20.0
Air Asia,Delhi,Cochin,1,27,5,5.5
Vistara,Banglore,Delhi,0,9,6,2.75
IndiGo,Delhi,Cochin,1,9,5,6.916666666666667
IndiGo,Kolkata,Banglore,0,24,5,2.75
IndiGo,Kolkata,Banglore,1,6,6,5.25
Multiple carriers,Delhi,Cochin,1,15,6,6.25
IndiGo,Banglore,Delhi,0,6,6,2.8333333333333335
Air India,Kolkata,Banglore,2,24,5,19.416666666666668
IndiGo,Banglore,Delhi,0,24,3,2.9166666666666665
Jet Airways,Kolkata,Banglore,1,1,4,11.416666666666666
Jet Airways,Kolkata,Banglore,1,1,5,14.083333333333334
IndiGo,Banglore,Delhi,0,3,3,2.75
IndiGo,Delhi,Cochin,0,27,4,3.25
Multiple carriers,Delhi,Cochin,1,27,6,14.333333333333334
Jet Airways,Kolkata,Banglore,1,12,6,12.5
Air India,Delhi,Cochin,1,18,5,5.333333333333333
Air India,Delhi,Cochin,2,9,5,26.333333333333332
Air India,Delhi,Cochin,0,15,3,3.0833333333333335
Jet Airways,Mumbai,Hyderabad,0,12,3,1.5
Jet Airways,Kolkata,Banglore,1,6,6,7.083333333333333
Jet Airways,Banglore,Delhi,1,21,3,6.166666666666667
Multiple carriers,Delhi,Cochin,1,21,3,8.0
Multiple carriers,Delhi,Cochin,1,6,3,12.083333333333334
Jet Airways,Kolkata,Banglore,1,18,5,12.916666666666666
Jet Airways,Kolkata,Banglore,1,1,4,9.583333333333334
Multiple carriers,Delhi,Cochin,1,27,6,15.166666666666666
Multiple carriers,Delhi,Cochin,1,3,3,11.666666666666666
Jet Airways,Banglore,Delhi,0,3,6,2.9166666666666665
SpiceJet,Delhi,Cochin,1,27,6,4.5
SpiceJet,Kolkata,Banglore,0,21,3,2.6666666666666665
SpiceJet,Kolkata,Banglore,0,1,5,2.5
Jet Airways,Kolkata,Banglore,1,6,6,24.166666666666668
Air India,Kolkata,Banglore,2,15,5,28.333333333333332
Jet Airways,Mumbai,Hyderabad,0,6,6,1.4166666666666667
Jet Airways,Delhi,Cochin,1,27,5,10.166666666666666
Multiple carriers,Delhi,Cochin,1,9,5,11.5
Air India,Banglore,Delhi,0,15,5,2.8333333333333335
Jet Airways,Delhi,Cochin,1,27,6,13.75
Multiple carriers,Delhi,Cochin,1,24,6,6.416666666666667
Jet Airways,Kolkata,Banglore,1,15,5,12.916666666666666
IndiGo,Kolkata,Banglore,1,9,6,4.416666666666667
Multiple carriers,Delhi,Cochin,1,6,3,13.5
Jet Airways,Banglore,Delhi,1,6,3,24.083333333333332
Air India,Delhi,Cochin,1,9,3,16.083333333333332
Air Asia,Kolkata,Banglore,2,15,5,8.333333333333334
Air Asia,Kolkata,Banglore,1,15,5,3.6666666666666665
IndiGo,Delhi,Cochin,1,3,3,9.5
Jet Airways,Kolkata,Banglore,1,24,3,28.25
Jet Airways,Kolkata,Banglore,1,24,5,13.333333333333334
Vistara,Kolkata,Banglore,1,24,3,17.833333333333332
Jet Airways,Kolkata,Banglore,1,9,6,20.333333333333332
Jet Airways,Kolkata,Banglore,1,12,5,28.083333333333332
Jet Airways,Delhi,Cochin,1,9,5,15.416666666666666
Air India,Banglore,Delhi,1,9,3,12.083333333333334
Jet Airways,Delhi,Cochin,1,1,6,10.333333333333334
Jet Airways,Delhi,Cochin,1,27,5,12.416666666666666
IndiGo,Delhi,Cochin,1,18,5,7.583333333333333
Vistara,Banglore,Delhi,0,3,4,2.8333333333333335
IndiGo,Delhi,Cochin,1,21,4,4.583333333333333
Multiple carriers,Delhi,Cochin,1,9,5,11.25
IndiGo,Kolkata,Banglore,0,15,4,2.5833333333333335
Air India,Delhi,Cochin,2,21,5,26.0
SpiceJet,Kolkata,Banglore,0,18,4,2.4166666666666665
IndiGo,Kolkata,Banglore,0,21,5,2.5833333333333335
Jet Airways,Kolkata,Banglore,1,1,4,14.25
Air Asia,Kolkata,Banglore,0,6,6,2.5833333333333335
Jet Airways,Delhi,Cochin,1,3,6,22.083333333333332
Multiple carriers,Delhi,Cochin,1,3,3,6.583333333333333
Multiple carriers,Delhi,Cochin,1,12,6,8.5
Jet Airways,Delhi,Cochin,2,15,6,18.75
Air India,Kolkata,Banglore,3,12,5,35.25
Vistara,Chennai,Kolkata,0,21,6,2.25
Air Asia,Kolkata,Banglore,0,12,5,2.5
SpiceJet,Kolkata,Banglore,0,27,3,2.3333333333333335
Air India,Kolkata,Banglore,0,1,3,2.5
Jet Airways,Delhi,Cochin,1,3,3,7.583333333333333
Jet Airways,Delhi,Cochin,2,6,3,35.583333333333336
Air India,Delhi,Cochin,1,27,3,26.5
Multiple carriers,Delhi,Cochin,1,27,3,11.5
Jet Airways,Delhi,Cochin,2,21,3,26.666666666666668
IndiGo,Banglore,Delhi,0,1,6,3.0
IndiGo,Mumbai,Hyderabad,0,18,3,1.5
Jet Airways,Banglore,Delhi,0,24,3,2.9166666666666665
Multiple carriers,Delhi,Cochin,2,9,3,14.25
Air India,Banglore,Delhi,1,9,3,16.916666666666668
Jet Airways,Banglore,Delhi,1,21,3,12.333333333333334
Jet Airways,Delhi,Cochin,2,27,6,29.583333333333332
Jet Airways,Banglore,Delhi,1,1,3,20.333333333333332
Jet Airways,Delhi,Cochin,2,9,5,8.416666666666666
Multiple carriers,Delhi,Cochin,1,24,6,13.833333333333334
Jet Airways,Delhi,Cochin,2,6,6,10.0
Jet Airways,Delhi,Cochin,1,9,6,19.416666666666668
Jet Airways,Delhi,Cochin,1,9,6,28.0
IndiGo,Banglore,Delhi,0,12,5,2.8333333333333335
Jet Airways,Delhi,Cochin,1,21,5,17.333333333333332
IndiGo,Banglore,Delhi,0,15,5,2.75
IndiGo,Banglore,Delhi,0,15,3,2.9166666666666665
Jet Airways,Banglore,Delhi,1,1,3,13.416666666666666
Jet Airways,Kolkata,Banglore,1,12,5,12.916666666666666
Jet Airways,Kolkata,Banglore,1,21,5,9.75
Jet Airways,Kolkata,Banglore,1,12,5,21.416666666666668
