Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Total_Duration
IndiGo,Chennai,Kolkata,non-stop,3597,3,6,2.333333333333333
Air India,Banglore,Delhi,non-stop,10741,9,3,2.75
Air India,Kolkata,Banglore,2 stops,11432,6,6,12.75
Jet Airways,Banglore,Delhi,1 stop,11087,12,3,15.833333333333334
Jet Airways,Delhi,Cochin,2 stops,13292,3,6,27.0
Air India,Delhi,Cochin,3 stops,10493,15,6,26.416666666666668
GoAir,Banglore,Delhi,non-stop,7631,9,3,2.9166666666666665
Air India,Delhi,Cochin,2 stops,13381,6,6,24.83333333333333
Jet Airways,Kolkata,Banglore,1 stop,13731,6,6,8.666666666666666
Air India,Delhi,Cochin,2 stops,11911,21,5,25.75
IndiGo,Banglore,Delhi,non-stop,4591,18,4,2.833333333333333
Multiple carriers,Delhi,Cochin,1 stop,14848,3,6,6.25
Multiple carriers,Delhi,Cochin,1 stop,8266,12,6,10.5
Air India,Delhi,Cochin,2 stops,12392,18,5,26.0
Jet Airways,Kolkata,Banglore,1 stop,13044,12,6,17.083333333333332
Jet Airways,Delhi,Cochin,1 stop,12898,21,5,21.33333333333333
Jet Airways,Delhi,Cochin,1 stop,12242,21,3,5.583333333333333
IndiGo,Banglore,Delhi,non-stop,3943,18,5,2.833333333333333
Vistara,Kolkata,Banglore,1 stop,11105,24,3,25.83333333333333
Jet Airways,Kolkata,Banglore,1 stop,14388,12,5,12.166666666666666
Jet Airways,Delhi,Cochin,2 stops,13014,18,5,17.083333333333332
Multiple carriers,Delhi,Cochin,1 stop,15411,6,3,8.5
Jet Airways,Delhi,Cochin,1 stop,16289,9,3,23.08333333333333
IndiGo,Delhi,Cochin,1 stop,6442,15,5,9.333333333333334
Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,7.916666666666667
Jet Airways,Mumbai,Hyderabad,non-stop,5678,18,5,1.5
IndiGo,Banglore,Delhi,non-stop,6906,12,4,2.833333333333333
SpiceJet,Chennai,Kolkata,non-stop,3543,21,5,2.25
Jet Airways,Delhi,Cochin,1 stop,14714,6,6,10.0
Vistara Premium economy,Banglore,Delhi,non-stop,11793,3,3,2.583333333333333
Multiple carriers,Delhi,Cochin,1 stop,14323,15,5,7.75
SpiceJet,Banglore,Delhi,non-stop,3971,9,4,2.9166666666666665
Vistara,Kolkata,Banglore,1 stop,8452,6,5,26.33333333333333
Vistara,Banglore,Delhi,non-stop,5403,12,4,2.6666666666666665
Multiple carriers,Delhi,Cochin,1 stop,13727,9,5,11.0
Air India,Kolkata,Banglore,2 stops,12639,1,4,19.416666666666668
Jet Airways,Banglore,Delhi,non-stop,5198,18,4,2.9166666666666665
Vistara,Banglore,Delhi,non-stop,4878,1,6,2.75
Jet Airways,Delhi,Cochin,1 stop,12373,18,5,23.25
Multiple carriers,Delhi,Cochin,1 stop,8552,3,3,9.0
Vistara,Delhi,Cochin,non-stop,6741,21,4,3.1666666666666665
Multiple carriers,Delhi,Cochin,1 stop,6481,9,4,6.416666666666667
Multiple carriers,Delhi,Cochin,1 stop,7354,6,6,8.666666666666666
Air India,Banglore,Delhi,non-stop,5228,21,4,2.833333333333333
Jet Airways,Kolkata,Banglore,1 stop,10844,12,5,12.333333333333334
IndiGo,Delhi,Cochin,1 stop,6347,18,5,5.333333333333333
Air India,Banglore,Delhi,1 stop,5013,15,3,4.0
Jet Airways,Kolkata,Banglore,1 stop,9663,9,6,9.75
IndiGo,Banglore,Delhi,non-stop,4823,6,4,2.9166666666666665
Air India,Delhi,Cochin,2 stops,13381,24,6,26.33333333333333
SpiceJet,Chennai,Kolkata,non-stop,3543,1,6,2.25
Jet Airways,Kolkata,Banglore,1 stop,9663,15,5,9.75
Jet Airways,Kolkata,Banglore,1 stop,7064,1,4,24.916666666666668
Jet Airways,Delhi,Cochin,1 stop,10262,9,6,11.916666666666666
Air India,Delhi,Cochin,2 stops,13013,1,6,8.333333333333334
Jet Airways,Delhi,Cochin,2 stops,15339,27,6,17.416666666666668
GoAir,Banglore,Delhi,non-stop,4937,18,4,2.833333333333333
IndiGo,Delhi,Cochin,1 stop,6818,6,6,7.083333333333333
Air India,Delhi,Cochin,2 stops,10441,18,5,21.25
Jet Airways,Delhi,Cochin,1 stop,5177,3,4,5.0
IndiGo,Chennai,Kolkata,non-stop,3858,27,6,2.4166666666666665
IndiGo,Kolkata,Banglore,1 stop,6534,18,5,5.25
Multiple carriers,Delhi,Cochin,1 stop,6795,15,6,15.166666666666666
Multiple carriers,Delhi,Cochin,1 stop,9736,3,6,11.75
Jet Airways,Banglore,Delhi,non-stop,7229,1,5,3.0
SpiceJet,Delhi,Cochin,1 stop,4957,24,4,4.916666666666667
IndiGo,Banglore,Delhi,non-stop,7648,9,3,2.75
SpiceJet,Kolkata,Banglore,non-stop,3873,15,6,2.5
Jet Airways,Kolkata,Banglore,1 stop,14388,12,5,9.75
IndiGo,Kolkata,Banglore,non-stop,5618,6,3,2.6666666666666665
Multiple carriers,Delhi,Cochin,1 stop,7408,9,6,6.5
Air Asia,Delhi,Cochin,1 stop,13774,3,3,5.5
Vistara,Banglore,Delhi,non-stop,4668,3,5,2.6666666666666665
Jet Airways,Delhi,Cochin,2 stops,13082,21,3,34.083333333333336
Air India,Delhi,Cochin,1 stop,8669,3,6,15.416666666666666
IndiGo,Delhi,Cochin,1 stop,6316,24,6,9.5
Jet Airways,Delhi,Cochin,1 stop,12583,6,3,6.083333333333333
Vistara,Banglore,Delhi,non-stop,7923,9,3,2.6666666666666665
GoAir,Delhi,Cochin,1 stop,7378,3,3,5.833333333333333
Vistara,Banglore,Delhi,non-stop,4878,3,6,2.75
Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,27.33333333333333
Jet Airways,Banglore,Delhi,non-stop,7229,3,4,3.0
SpiceJet,Delhi,Cochin,1 stop,6297,21,5,5.25
Jet Airways,Kolkata,Banglore,1 stop,8529,12,6,16.0
Multiple carriers,Delhi,Cochin,1 stop,13727,18,5,7.0
SpiceJet,Kolkata,Banglore,1 stop,6643,24,5,8.666666666666666
Multiple carriers,Delhi,Cochin,1 stop,10197,9,5,9.0
SpiceJet,Kolkata,Banglore,non-stop,4911,21,4,2.333333333333333
IndiGo,Chennai,Kolkata,non-stop,6482,6,3,2.333333333333333
IndiGo,Kolkata,Banglore,1 stop,3717,18,5,4.416666666666667
IndiGo,Chennai,Kolkata,non-stop,3597,1,6,2.333333333333333
Air India,Banglore,Delhi,2 stops,10846,18,3,11.083333333333334
Air India,Banglore,Delhi,1 stop,14069,1,3,16.916666666666668
Jet Airways,Delhi,Cochin,1 stop,5177,1,4,13.75
Air India,Delhi,Cochin,2 stops,14641,6,3,25.75
IndiGo,Delhi,Cochin,1 stop,6442,6,6,13.916666666666666
Air India,Delhi,Cochin,1 stop,5704,21,3,5.25
Jet Airways,Kolkata,Banglore,1 stop,9663,6,5,19.25
Jet Airways,Delhi,Cochin,1 stop,14714,6,6,7.5
Jet Airways,Delhi,Cochin,1 stop,5406,1,4,9.0
Vistara,Kolkata,Banglore,1 stop,8610,15,5,24.0
Jet Airways,Delhi,Cochin,2 stops,14237,12,6,18.166666666666668
IndiGo,Banglore,Delhi,non-stop,4823,9,6,2.9166666666666665
IndiGo,Mumbai,Hyderabad,non-stop,2227,27,3,1.5
Jet Airways,Delhi,Cochin,1 stop,12373,18,5,21.33333333333333
Air India,Delhi,Cochin,1 stop,8372,6,6,6.25
Jet Airways,Delhi,Cochin,1 stop,17024,3,3,14.5
Air India,Mumbai,Hyderabad,non-stop,3100,27,5,1.3333333333333333
Jet Airways,Delhi,Cochin,1 stop,14053,9,3,12.916666666666666
IndiGo,Chennai,Kolkata,non-stop,3540,9,5,2.4166666666666665
Vistara,Kolkata,Banglore,1 stop,9345,21,5,22.5
Jet Airways,Delhi,Cochin,2 stops,10368,1,6,22.916666666666668
SpiceJet,Mumbai,Hyderabad,non-stop,5755,9,3,1.4166666666666667
Jet Airways,Banglore,Delhi,1 stop,7832,21,3,7.25
Jet Airways,Kolkata,Banglore,1 stop,14388,6,5,12.333333333333334
Air India,Delhi,Cochin,2 stops,8839,27,6,20.166666666666668
Air India,Delhi,Cochin,2 stops,22096,3,3,21.25
Vistara,Chennai,Kolkata,non-stop,3687,27,5,2.25
Multiple carriers,Delhi,Cochin,1 stop,9627,15,5,10.5
Multiple carriers,Delhi,Cochin,1 stop,13542,21,3,14.083333333333334
IndiGo,Banglore,Delhi,non-stop,4423,27,4,2.833333333333333
IndiGo,Delhi,Cochin,2 stops,8899,3,3,16.416666666666668
SpiceJet,Delhi,Cochin,1 stop,5583,21,4,5.25
Air Asia,Delhi,Cochin,1 stop,6752,27,5,13.833333333333334
SpiceJet,Chennai,Kolkata,non-stop,3543,21,5,2.25
Jet Airways,Banglore,Delhi,1 stop,7832,21,3,7.25
Air India,Kolkata,Banglore,2 stops,10991,1,5,27.08333333333333
Jet Airways,Delhi,Cochin,1 stop,12898,27,5,27.58333333333333
Jet Airways,Delhi,Cochin,1 stop,12898,27,5,5.0
GoAir,Banglore,Delhi,non-stop,3398,24,5,2.833333333333333
Air India,Delhi,Cochin,non-stop,5201,24,4,2.833333333333333
Air India,Kolkata,Banglore,2 stops,13873,6,5,15.333333333333334
Air India,Delhi,Cochin,1 stop,7384,15,6,5.333333333333333
Jet Airways,Delhi,Cochin,1 stop,10262,6,6,10.166666666666666
Jet Airways,Kolkata,Banglore,1 stop,10031,24,3,27.58333333333333
Jet Airways,Kolkata,Banglore,1 stop,12384,6,5,9.583333333333334
Jet Airways,Kolkata,Banglore,1 stop,7757,9,5,28.166666666666668
Jet Airways,Banglore,Delhi,1 stop,17261,6,3,14.0
SpiceJet,Chennai,Kolkata,non-stop,7298,1,3,2.583333333333333
Jet Airways,Banglore,Delhi,non-stop,7229,6,4,2.9166666666666665
IndiGo,Kolkata,Banglore,non-stop,4174,1,4,2.583333333333333
IndiGo,Kolkata,Banglore,1 stop,5699,18,5,4.666666666666667
Air India,Kolkata,Banglore,non-stop,4880,24,4,2.5
Air India,Delhi,Cochin,1 stop,15284,6,3,11.25
Jet Airways,Kolkata,Banglore,1 stop,13759,24,3,7.916666666666667
Vistara,Kolkata,Banglore,1 stop,16092,24,3,8.833333333333334
IndiGo,Mumbai,Hyderabad,non-stop,4392,9,3,1.4166666666666667
Jet Airways,Delhi,Cochin,1 stop,10262,24,6,15.666666666666666
SpiceJet,Kolkata,Banglore,non-stop,3841,12,6,2.583333333333333
GoAir,Banglore,Delhi,non-stop,5048,1,6,2.9166666666666665
Air India,Kolkata,Banglore,1 stop,11096,21,5,13.416666666666666
IndiGo,Delhi,Cochin,1 stop,5073,24,4,4.583333333333333
Jet Airways,Delhi,Cochin,1 stop,19828,3,3,18.5
Vistara,Chennai,Kolkata,non-stop,3739,21,3,2.25
Air India,Delhi,Cochin,2 stops,10598,9,3,38.25
Jet Airways,Banglore,Delhi,non-stop,7229,15,6,3.083333333333333
Vistara,Kolkata,Banglore,1 stop,8610,1,4,25.83333333333333
Vistara,Delhi,Cochin,non-stop,6216,9,5,3.1666666666666665
Air India,Banglore,Delhi,non-stop,6961,9,6,2.833333333333333
Jet Airways,Kolkata,Banglore,1 stop,10703,6,5,11.5
Jet Airways,Kolkata,Banglore,1 stop,14151,15,5,6.583333333333333
Jet Airways,Kolkata,Banglore,1 stop,8586,9,5,27.58333333333333
IndiGo,Kolkata,Banglore,non-stop,4488,12,4,2.583333333333333
Multiple carriers,Delhi,Cochin,1 stop,7408,15,6,7.5
Jet Airways,Delhi,Cochin,non-stop,5443,18,4,3.25
Jet Airways,Kolkata,Banglore,1 stop,10539,12,6,9.583333333333334
Multiple carriers,Delhi,Cochin,1 stop,7723,1,6,12.5
Multiple carriers,Delhi,Cochin,1 stop,15411,6,3,11.333333333333334
Jet Airways,Banglore,Delhi,non-stop,7229,21,5,3.0
IndiGo,Kolkata,Banglore,non-stop,4804,21,6,2.583333333333333
Jet Airways,Mumbai,Hyderabad,non-stop,4050,3,3,1.5
Jet Airways,Kolkata,Banglore,1 stop,14151,18,5,26.166666666666668
SpiceJet,Delhi,Cochin,1 stop,4957,6,4,4.916666666666667
Air India,Banglore,Delhi,non-stop,7591,3,3,2.75
Jet Airways,Kolkata,Banglore,1 stop,11134,24,3,8.666666666666666
IndiGo,Delhi,Cochin,1 stop,6600,27,5,7.083333333333333
Air India,Banglore,Delhi,non-stop,4966,9,3,2.75
Air India,Delhi,Cochin,2 stops,15481,1,6,24.83333333333333
SpiceJet,Kolkata,Banglore,non-stop,5515,1,3,2.333333333333333
Jet Airways,Delhi,Cochin,1 stop,14714,15,6,11.0
GoAir,Delhi,Cochin,1 stop,4959,15,6,9.0
Jet Airways,Banglore,Delhi,non-stop,7229,21,4,2.9166666666666665
Air India,Delhi,Cochin,non-stop,6094,15,5,3.083333333333333
Air Asia,Kolkata,Banglore,non-stop,4409,24,4,2.583333333333333
Multiple carriers,Delhi,Cochin,1 stop,9794,18,5,13.0
Jet Airways,Mumbai,Hyderabad,non-stop,5678,3,4,1.4166666666666667
IndiGo,Delhi,Cochin,1 stop,6442,15,6,7.583333333333333
Vistara,Banglore,Delhi,non-stop,4878,18,5,2.6666666666666665
Jet Airways,Kolkata,Banglore,1 stop,12446,24,3,12.916666666666666
Jet Airways,Delhi,Cochin,2 stops,16704,9,5,29.33333333333333
Jet Airways,Banglore,Delhi,1 stop,9134,15,3,5.0
Jet Airways,Kolkata,Banglore,1 stop,8586,15,5,8.666666666666666
Jet Airways,Banglore,Delhi,non-stop,7229,1,6,3.0
Jet Airways,Banglore,Delhi,non-stop,6144,21,4,3.0
Air India,Banglore,Delhi,non-stop,6961,18,5,2.75
Jet Airways,Kolkata,Banglore,1 stop,10844,9,5,12.166666666666666
IndiGo,Chennai,Kolkata,non-stop,3597,21,5,2.333333333333333
SpiceJet,Banglore,Delhi,1 stop,7139,21,3,7.916666666666667
Air India,Mumbai,Hyderabad,2 stops,25139,6,3,29.58333333333333
Jet Airways,Delhi,Cochin,2 stops,10368,1,6,26.916666666666668
Air India,Delhi,Cochin,1 stop,5117,6,4,12.75
Multiple carriers,Delhi,Cochin,1 stop,9211,18,5,7.583333333333333
SpiceJet,Kolkata,Banglore,non-stop,4174,15,4,2.5
Multiple carriers,Delhi,Cochin,1 stop,10786,27,5,11.75
Jet Airways,Banglore,Delhi,1 stop,9134,15,3,23.666666666666668
Jet Airways,Delhi,Cochin,2 stops,13376,1,6,13.833333333333334
Air India,Banglore,Delhi,1 stop,6955,21,3,12.833333333333334
Jet Airways,Kolkata,Banglore,1 stop,10844,9,5,9.833333333333334
Air Asia,Kolkata,Banglore,non-stop,3807,1,4,2.5
Jet Airways,Kolkata,Banglore,1 stop,9663,1,5,21.916666666666668
Jet Airways,Delhi,Cochin,1 stop,12373,9,5,26.166666666666668
SpiceJet,Banglore,Delhi,non-stop,4991,1,5,2.9166666666666665
Air India,Delhi,Cochin,1 stop,6745,21,3,20.25
Jet Airways,Delhi,Cochin,1 stop,10262,15,6,20.166666666666668
Jet Airways,Delhi,Cochin,1 stop,6540,27,3,10.916666666666666
SpiceJet,Kolkata,Banglore,non-stop,3873,6,4,2.5
Jet Airways,Delhi,Cochin,1 stop,15554,9,5,21.166666666666668
IndiGo,Kolkata,Banglore,non-stop,4804,27,5,2.583333333333333
Jet Airways,Delhi,Cochin,1 stop,7438,27,3,20.666666666666668
Air Asia,Banglore,Delhi,non-stop,6181,3,5,2.833333333333333
Multiple carriers,Delhi,Cochin,1 stop,9424,1,5,6.5
Air India,Banglore,Delhi,2 stops,12725,12,3,30.0
Air India,Banglore,Delhi,1 stop,6046,15,3,13.166666666666666
SpiceJet,Banglore,Delhi,non-stop,3971,15,6,2.9166666666666665
Jet Airways,Kolkata,Banglore,1 stop,12692,6,6,18.0
IndiGo,Delhi,Cochin,1 stop,7451,6,3,8.0
Jet Airways,Banglore,Delhi,1 stop,13817,12,3,8.75
Jet Airways,Kolkata,Banglore,1 stop,10703,6,5,12.5
Jet Airways,Banglore,Delhi,1 stop,13817,12,3,13.333333333333334
Jet Airways,Kolkata,Banglore,1 stop,13941,18,5,7.5
Air India,Banglore,Delhi,1 stop,10246,1,3,19.25
IndiGo,Kolkata,Banglore,non-stop,4804,6,5,2.583333333333333
Air Asia,Kolkata,Banglore,1 stop,6810,6,6,12.0
Jet Airways,Banglore,Delhi,non-stop,5198,1,5,3.0
Vistara,Banglore,Delhi,non-stop,5613,3,5,2.833333333333333
IndiGo,Mumbai,Hyderabad,non-stop,4784,3,3,1.4166666666666667
Jet Airways,Delhi,Cochin,1 stop,5406,21,3,23.08333333333333
Air India,Banglore,Delhi,non-stop,5228,27,4,2.833333333333333
Jet Airways,Delhi,Cochin,1 stop,12898,27,5,22.08333333333333
Air India,Chennai,Kolkata,non-stop,4667,15,6,2.25
Jet Airways,Kolkata,Banglore,1 stop,14781,21,5,5.75
Vistara,Banglore,Delhi,non-stop,5403,21,4,2.833333333333333
Jet Airways,Kolkata,Banglore,1 stop,9899,12,6,9.5
Jet Airways,Delhi,Cochin,2 stops,13029,21,5,8.916666666666666
Vistara,Kolkata,Banglore,1 stop,9187,18,5,17.75
IndiGo,Banglore,Delhi,non-stop,4823,24,5,2.833333333333333
Air India,Delhi,Cochin,2 stops,8665,27,3,21.75
IndiGo,Delhi,Cochin,1 stop,14871,6,3,12.583333333333334
IndiGo,Mumbai,Hyderabad,non-stop,4049,21,6,1.5
Air India,Chennai,Kolkata,non-stop,4667,12,6,2.25
IndiGo,Kolkata,Banglore,1 stop,4226,9,4,3.9166666666666665
Air India,Banglore,Delhi,non-stop,7591,3,3,2.75
Jet Airways,Banglore,Delhi,1 stop,19225,6,3,7.5
Jet Airways,Delhi,Cochin,1 stop,12898,27,5,17.333333333333332
IndiGo,Mumbai,Hyderabad,non-stop,2754,9,6,1.5
SpiceJet,Mumbai,Hyderabad,non-stop,1965,3,5,1.5
Air India,Kolkata,Banglore,2 stops,12835,24,3,30.5
Multiple carriers,Delhi,Cochin,1 stop,14533,15,5,11.25
Vistara,Banglore,Delhi,non-stop,4668,24,6,2.833333333333333
Jet Airways,Delhi,Cochin,1 stop,11822,9,4,19.08333333333333
Jet Airways,Delhi,Cochin,1 stop,6017,27,3,6.583333333333333
Jet Airways,Delhi,Cochin,1 stop,14714,9,6,7.5
SpiceJet,Chennai,Kolkata,non-stop,3597,9,6,2.25
Air Asia,Banglore,Delhi,non-stop,3383,24,4,2.75
Air India,Kolkata,Banglore,2 stops,11642,18,5,12.75
Vistara,Banglore,Delhi,non-stop,5403,27,4,2.833333333333333
Air India,Delhi,Cochin,2 stops,14221,3,3,26.58333333333333
Jet Airways,Kolkata,Banglore,1 stop,8586,18,5,12.916666666666666
IndiGo,Mumbai,Hyderabad,non-stop,4049,12,6,1.5
Jet Airways,Delhi,Cochin,1 stop,10262,3,6,8.666666666666666
Multiple carriers,Delhi,Cochin,1 stop,7888,21,5,14.0
Air India,Delhi,Cochin,2 stops,8236,21,3,23.5
Air India,Delhi,Cochin,2 stops,12961,6,6,29.916666666666668
Jet Airways,Kolkata,Banglore,1 stop,8586,9,5,22.166666666666668
IndiGo,Kolkata,Banglore,1 stop,5279,18,5,4.833333333333333
GoAir,Banglore,Delhi,non-stop,3419,18,6,2.75
Jet Airways,Delhi,Cochin,2 stops,13292,15,6,13.5
Jet Airways,Kolkata,Banglore,1 stop,13067,15,5,13.333333333333334
IndiGo,Chennai,Kolkata,non-stop,3597,3,5,2.333333333333333
Jet Airways,Delhi,Cochin,1 stop,15554,18,5,11.916666666666666
IndiGo,Delhi,Cochin,1 stop,6027,15,5,5.166666666666667
Jet Airways,Kolkata,Banglore,1 stop,14781,9,5,11.75
Jet Airways,Delhi,Cochin,2 stops,13376,1,6,13.833333333333334
IndiGo,Banglore,Delhi,non-stop,3943,27,5,3.0
GoAir,Delhi,Cochin,1 stop,5842,12,6,6.166666666666667
IndiGo,Chennai,Kolkata,non-stop,4326,15,3,2.333333333333333
Multiple carriers,Delhi,Cochin,1 stop,8937,1,6,10.75
Air India,Chennai,Kolkata,non-stop,3670,21,3,2.25
IndiGo,Banglore,Delhi,non-stop,4823,18,6,2.9166666666666665
Jet Airways,Mumbai,Hyderabad,non-stop,2071,3,4,1.5
Multiple carriers,Delhi,Cochin,1 stop,6093,27,6,7.583333333333333
Vistara,Kolkata,Banglore,1 stop,11682,24,3,26.58333333333333
IndiGo,Banglore,Delhi,1 stop,7774,3,3,4.75
Jet Airways,Kolkata,Banglore,1 stop,13067,12,5,21.416666666666668
IndiGo,Delhi,Cochin,1 stop,7514,27,5,8.583333333333334
Multiple carriers,Delhi,Cochin,1 stop,6838,9,4,8.5
IndiGo,Chennai,Kolkata,non-stop,3858,18,3,2.25
Multiple carriers,Delhi,Cochin,1 stop,6795,15,6,12.666666666666666
Jet Airways,Delhi,Cochin,2 stops,16263,27,5,8.416666666666666
Air India,Kolkata,Banglore,1 stop,8576,9,5,25.666666666666668
Air India,Banglore,Delhi,non-stop,5228,6,5,2.75
Jet Airways,Delhi,Cochin,2 stops,16704,1,5,29.33333333333333
IndiGo,Kolkata,Banglore,non-stop,8872,24,3,2.6666666666666665
GoAir,Banglore,Delhi,non-stop,3898,3,5,2.833333333333333
SpiceJet,Chennai,Kolkata,non-stop,3332,21,3,2.333333333333333
Jet Airways,Kolkata,Banglore,1 stop,5608,21,5,7.25
Jet Airways,Kolkata,Banglore,1 stop,13941,9,5,20.25
Multiple carriers,Delhi,Cochin,1 stop,9100,21,3,11.75
Vistara,Banglore,Delhi,non-stop,4878,15,6,2.583333333333333
IndiGo,Delhi,Cochin,1 stop,6416,1,6,13.5
SpiceJet,Mumbai,Hyderabad,non-stop,2017,12,5,1.5
Jet Airways,Delhi,Cochin,2 stops,10976,27,3,24.58333333333333
Jet Airways,Kolkata,Banglore,1 stop,10031,24,3,20.58333333333333
IndiGo,Kolkata,Banglore,non-stop,4462,18,3,2.833333333333333
IndiGo,Delhi,Cochin,1 stop,5073,1,4,4.583333333333333
IndiGo,Chennai,Kolkata,non-stop,4326,27,3,2.333333333333333
Multiple carriers Premium economy,Delhi,Cochin,1 stop,10161,21,3,11.75
IndiGo,Mumbai,Hyderabad,non-stop,3175,12,6,1.5
Vistara,Kolkata,Banglore,1 stop,12312,24,3,12.833333333333334
Jet Airways,Delhi,Cochin,2 stops,12604,21,3,24.5
Multiple carriers,Delhi,Cochin,1 stop,10877,15,6,11.5
IndiGo,Kolkata,Banglore,1 stop,4226,18,5,4.0
Jet Airways,Delhi,Cochin,1 stop,5406,6,4,11.0
IndiGo,Delhi,Cochin,1 stop,8618,15,5,5.416666666666667
IndiGo,Kolkata,Banglore,non-stop,4174,18,4,2.583333333333333
GoAir,Delhi,Cochin,1 stop,10651,1,6,5.166666666666667
Jet Airways,Delhi,Cochin,1 stop,5963,21,3,10.166666666666666
Jet Airways,Delhi,Cochin,2 stops,10368,12,6,26.916666666666668
IndiGo,Mumbai,Hyderabad,1 stop,7681,6,3,7.25
Multiple carriers,Delhi,Cochin,1 stop,7485,21,5,8.166666666666666
Jet Airways,Banglore,Delhi,non-stop,4544,3,4,2.9166666666666665
SpiceJet,Kolkata,Banglore,1 stop,4649,15,4,5.25
Vistara,Chennai,Kolkata,non-stop,11982,12,5,2.333333333333333
Jet Airways,Mumbai,Hyderabad,non-stop,4995,24,6,1.4166666666666667
IndiGo,Kolkata,Banglore,1 stop,5069,9,5,4.833333333333333
SpiceJet,Kolkata,Banglore,non-stop,3873,1,6,2.333333333333333
SpiceJet,Kolkata,Banglore,non-stop,3873,27,4,2.333333333333333
Air India,Delhi,Cochin,1 stop,8907,27,5,13.25
Jet Airways,Kolkata,Banglore,1 stop,10844,9,6,19.166666666666668
Jet Airways,Kolkata,Banglore,1 stop,10844,15,5,22.666666666666668
Jet Airways,Kolkata,Banglore,1 stop,9663,6,5,14.833333333333334
Jet Airways,Delhi,Cochin,2 stops,13292,1,6,15.166666666666666
Jet Airways,Delhi,Cochin,2 stops,14441,12,6,7.083333333333333
Jet Airways,Mumbai,Hyderabad,non-stop,4050,9,6,1.4166666666666667
IndiGo,Banglore,Delhi,non-stop,6144,9,3,2.9166666666666665
IndiGo,Delhi,Cochin,1 stop,14871,6,3,8.0
Air Asia,Banglore,Delhi,non-stop,4483,18,4,2.75
IndiGo,Delhi,Cochin,1 stop,6979,15,5,14.916666666666666
Jet Airways,Mumbai,Hyderabad,non-stop,8040,27,6,1.5
IndiGo,Delhi,Cochin,1 stop,7048,1,6,16.25
SpiceJet,Banglore,Delhi,non-stop,3573,27,6,2.833333333333333
IndiGo,Delhi,Cochin,1 stop,5054,27,5,5.0
Air India,Delhi,Cochin,1 stop,8582,1,6,22.25
Air Asia,Delhi,Cochin,1 stop,8759,9,6,5.5
IndiGo,Delhi,Cochin,1 stop,6442,27,4,8.583333333333334
Air India,Delhi,Cochin,1 stop,8879,18,5,15.416666666666666
Jet Airways,Kolkata,Banglore,1 stop,10031,24,3,21.0
Jet Airways,Delhi,Cochin,2 stops,10368,3,6,13.5
IndiGo,Banglore,Delhi,non-stop,3943,24,6,2.833333333333333
IndiGo,Delhi,Cochin,1 stop,14871,3,3,6.75
Jet Airways,Mumbai,Hyderabad,non-stop,4995,18,6,1.5
Multiple carriers,Delhi,Cochin,1 stop,10791,24,6,8.666666666666666
SpiceJet,Mumbai,Hyderabad,non-stop,2753,3,6,1.5
IndiGo,Banglore,Delhi,non-stop,4423,9,4,2.833333333333333
Air Asia,Kolkata,Banglore,non-stop,4409,27,5,2.583333333333333
Air India,Kolkata,Banglore,1 stop,6117,9,5,16.083333333333332
Jet Airways,Delhi,Cochin,2 stops,15129,21,5,23.83333333333333
Vistara,Kolkata,Banglore,1 stop,9345,6,6,27.08333333333333
Vistara,Kolkata,Banglore,1 stop,8085,9,5,16.25
Jet Airways,Delhi,Cochin,1 stop,15554,6,5,15.416666666666666
SpiceJet,Banglore,Delhi,non-stop,3573,21,5,2.833333333333333
Multiple carriers,Delhi,Cochin,1 stop,17073,3,3,8.583333333333334
Multiple carriers,Delhi,Cochin,1 stop,6795,9,6,13.833333333333334
Vistara,Banglore,Delhi,non-stop,5403,21,3,2.6666666666666665
IndiGo,Chennai,Kolkata,non-stop,3540,15,5,2.4166666666666665
Vistara,Delhi,Cochin,non-stop,6216,24,4,3.1666666666666665
Jet Airways,Banglore,Delhi,non-stop,3359,21,5,2.9166666666666665
Jet Airways,Kolkata,Banglore,1 stop,10844,24,5,28.666666666666668
Air India,Banglore,Delhi,non-stop,6961,15,6,2.833333333333333
Air Asia,Kolkata,Banglore,non-stop,4107,3,4,2.583333333333333
Multiple carriers,Delhi,Cochin,1 stop,13069,21,3,9.666666666666666
Jet Airways,Delhi,Cochin,2 stops,13357,24,6,16.666666666666668
IndiGo,Delhi,Cochin,1 stop,6938,1,6,6.333333333333333
Jet Airways,Delhi,Cochin,2 stops,13292,27,6,27.0
Multiple carriers,Delhi,Cochin,1 stop,13568,21,3,12.166666666666666
Multiple carriers,Delhi,Cochin,1 stop,15353,6,3,7.583333333333333
IndiGo,Chennai,Kolkata,non-stop,3597,15,5,2.333333333333333
Jet Airways,Kolkata,Banglore,1 stop,10031,24,3,19.166666666666668
Air India,Kolkata,Banglore,2 stops,14687,9,5,20.0
Jet Airways,Banglore,Delhi,non-stop,7229,6,6,3.0
GoAir,Delhi,Cochin,1 stop,10188,9,5,5.166666666666667
Vistara,Banglore,Delhi,non-stop,7398,9,3,2.6666666666666665
Jet Airways,Delhi,Cochin,2 stops,16704,18,5,29.58333333333333
IndiGo,Banglore,Delhi,1 stop,8153,1,3,4.916666666666667
Jet Airways,Banglore,Delhi,non-stop,7229,9,4,3.0
Multiple carriers,Delhi,Cochin,1 stop,6943,27,5,12.5
